date,machine,shift,planned_time,run_time,downtime,actual_output,ideal_output,good_units,defects,availability,performance,quality,oee
2024-02-28,Assembly-01,Night,480,395,85,458,625,426,32,0.823,0.733,0.93,0.561
2024-02-28,Welding-01,Morning,480,451,29,534,623,517,17,0.94,0.857,0.968,0.78
2024-02-28,Welding-01,Afternoon,480,449,31,605,733,596,9,0.935,0.825,0.985,0.76
2024-02-28,Welding-01,Night,480,393,87,490,537,452,38,0.819,0.912,0.922,0.689
2024-02-29,CNC-01,Morning,480,420,60,517,679,506,11,0.875,0.761,0.979,0.652
2024-02-29,CNC-01,Afternoon,480,374,106,421,598,406,15,0.779,0.704,0.964,0.529
2024-02-29,CNC-01,Night,480,466,14,604,706,584,20,0.971,0.856,0.967,0.804
2024-02-29,CNC-02,Morning,480,414,66,546,641,532,14,0.863,0.852,0.974,0.716
2024-02-29,CNC-02,Afternoon,480,438,42,572,708,539,33,0.912,0.808,0.942,0.694
2024-02-29,CNC-02,Night,480,402,78,407,542,393,14,0.838,0.751,0.966,0.608
2024-02-29,Press-01,Morning,480,438,42,601,671,565,36,0.912,0.896,0.94,0.768
2024-02-29,Press-01,Afternoon,480,384,96,532,595,498,34,0.8,0.894,0.936,0.669
2024-02-29,Press-01,Night,480,378,102,479,623,465,14,0.787,0.769,0.971,0.588
2024-02-29,Assembly-01,Morning,480,397,83,550,582,542,8,0.827,0.945,0.985,0.77
2024-02-29,Assembly-01,Afternoon,480,442,38,488,655,450,38,0.921,0.745,0.922,0.633
2024-02-29,Assembly-01,Night,480,402,78,521,589,491,30,0.838,0.885,0.942,0.699
2024-02-29,Welding-01,Morning,480,430,50,541,688,521,20,0.896,0.786,0.963,0.678
2024-02-29,Welding-01,Afternoon,480,468,12,575,694,540,35,0.975,0.829,0.939,0.759
2024-02-29,Welding-01,Night,480,469,11,606,695,594,12,0.977,0.872,0.98,0.835
2024-03-01,CNC-01,Morning,480,416,64,443,596,410,33,0.867,0.743,0.926,0.597
2024-03-01,CNC-01,Afternoon,480,451,29,478,661,454,24,0.94,0.723,0.95,0.646
2024-03-01,CNC-01,Night,480,387,93,455,528,442,13,0.806,0.862,0.971,0.675
2024-03-01,CNC-02,Morning,480,437,43,473,597,450,23,0.91,0.792,0.951,0.685
2024-03-01,CNC-02,Afternoon,480,398,82,460,530,437,23,0.829,0.868,0.95,0.684
2024-03-01,CNC-02,Night,480,412,68,434,569,430,4,0.858,0.763,0.991,0.649
2024-03-01,Press-01,Morning,480,403,77,391,537,375,16,0.84,0.728,0.959,0.586
2024-03-01,Press-01,Afternoon,480,418,62,493,654,456,37,0.871,0.754,0.925,0.607
2024-03-01,Press-01,Night,480,450,30,544,622,513,31,0.938,0.875,0.943,0.774
2024-03-01,Assembly-01,Morning,480,443,37,415,590,394,21,0.923,0.703,0.949,0.616
2024-03-01,Assembly-01,Afternoon,480,422,58,502,618,464,38,0.879,0.812,0.924,0.66
2024-03-01,Assembly-01,Night,480,435,45,580,638,567,13,0.906,0.909,0.978,0.805
2024-03-01,Welding-01,Morning,480,439,41,587,621,577,10,0.915,0.945,0.983,0.85
2024-03-01,Welding-01,Afternoon,480,444,36,519,717,487,32,0.925,0.724,0.938,0.628
2024-03-01,Welding-01,Night,480,446,34,534,698,513,21,0.929,0.765,0.961,0.683
2024-03-02,CNC-01,Morning,480,398,82,550,650,521,29,0.829,0.846,0.947,0.664
2024-03-02,CNC-01,Afternoon,480,430,50,558,637,545,13,0.896,0.876,0.977,0.767
2024-03-02,CNC-01,Night,480,432,48,625,691,617,8,0.9,0.904,0.987,0.803
2024-03-02,CNC-02,Morning,480,419,61,464,656,448,16,0.873,0.707,0.966,0.596
2024-03-02,CNC-02,Afternoon,480,361,119,363,505,337,26,0.752,0.719,0.928,0.502
2024-03-02,CNC-02,Night,480,396,84,565,640,536,29,0.825,0.883,0.949,0.691
2024-03-02,Press-01,Morning,480,396,84,451,627,417,34,0.825,0.719,0.925,0.549
2024-03-02,Press-01,Afternoon,480,461,19,671,745,626,45,0.96,0.901,0.933,0.807
2024-03-02,Press-01,Night,480,412,68,566,631,545,21,0.858,0.897,0.963,0.741
2024-03-02,Assembly-01,Morning,480,369,111,375,492,346,29,0.769,0.762,0.923,0.541
2024-03-02,Assembly-01,Afternoon,480,463,17,675,756,649,26,0.965,0.893,0.961,0.828
2024-03-02,Assembly-01,Night,480,465,15,582,697,566,16,0.969,0.835,0.973,0.787
2024-03-02,Welding-01,Morning,480,443,37,545,590,515,30,0.923,0.924,0.945,0.806
2024-03-02,Welding-01,Afternoon,480,415,65,480,560,467,13,0.865,0.857,0.973,0.721
2024-03-02,Welding-01,Night,480,411,69,469,582,450,19,0.856,0.806,0.959,0.662
2024-03-03,CNC-01,Morning,480,364,116,456,509,439,17,0.758,0.896,0.963,0.654
2024-03-03,CNC-01,Afternoon,480,408,72,520,612,508,12,0.85,0.85,0.977,0.706
2024-03-03,CNC-01,Night,480,385,95,394,551,377,17,0.802,0.715,0.957,0.549
2024-03-03,CNC-02,Morning,480,403,77,486,631,457,29,0.84,0.77,0.94,0.608
2024-03-03,CNC-02,Afternoon,480,433,47,561,700,520,41,0.902,0.801,0.927,0.67
2024-03-03,CNC-02,Night,480,386,94,506,611,474,32,0.804,0.828,0.937,0.624
2024-03-03,Press-01,Morning,480,379,101,563,612,526,37,0.79,0.92,0.934,0.679
2024-03-03,Press-01,Afternoon,480,387,93,459,632,446,13,0.806,0.726,0.972,0.569
2024-03-03,Press-01,Night,480,403,77,466,611,445,21,0.84,0.763,0.955,0.612
2024-03-03,Assembly-01,Morning,480,448,32,678,739,632,46,0.933,0.917,0.932,0.797
2024-03-03,Assembly-01,Afternoon,480,425,55,465,595,449,16,0.885,0.782,0.966,0.669
2024-03-03,Assembly-01,Night,480,365,115,396,523,384,12,0.76,0.757,0.97,0.558
2024-03-03,Welding-01,Morning,480,410,70,432,601,403,29,0.854,0.719,0.933,0.573
2024-03-03,Welding-01,Afternoon,480,432,48,579,633,546,33,0.9,0.915,0.943,0.777
2024-03-03,Welding-01,Night,480,390,90,541,591,508,33,0.812,0.915,0.939,0.698
2024-03-04,CNC-01,Morning,480,414,66,449,607,424,25,0.863,0.74,0.944,0.603
2024-03-04,CNC-01,Afternoon,480,458,22,565,709,540,25,0.954,0.797,0.956,0.727
2024-03-04,CNC-01,Night,480,426,54,603,681,561,42,0.887,0.885,0.93,0.73
2024-03-04,CNC-02,Morning,480,370,110,470,524,456,14,0.771,0.897,0.97,0.671
2024-03-04,CNC-02,Afternoon,480,438,42,563,700,529,34,0.912,0.804,0.94,0.689
2024-03-04,CNC-02,Night,480,393,87,500,582,475,25,0.819,0.859,0.95,0.668
2024-03-04,Press-01,Morning,480,437,43,482,640,467,15,0.91,0.753,0.969,0.664
2024-03-04,Press-01,Afternoon,480,432,48,539,676,525,14,0.9,0.797,0.974,0.699
2024-03-04,Press-01,Night,480,456,24,625,661,601,24,0.95,0.946,0.962,0.865
2024-03-04,Assembly-01,Morning,480,438,42,487,584,459,28,0.912,0.834,0.943,0.717
2024-03-04,Assembly-01,Afternoon,480,424,56,467,628,446,21,0.883,0.744,0.955,0.627
2024-03-04,Assembly-01,Night,480,458,22,523,610,499,24,0.954,0.857,0.954,0.78
2024-03-04,Welding-01,Morning,480,394,86,531,623,522,9,0.821,0.852,0.983,0.688
2024-03-04,Welding-01,Afternoon,480,442,38,466,633,439,27,0.921,0.736,0.942,0.639
2024-03-04,Welding-01,Night,480,400,80,489,613,454,35,0.833,0.798,0.928,0.617
2024-03-05,CNC-01,Morning,480,464,16,696,742,652,44,0.967,0.938,0.937,0.85
2024-03-05,CNC-01,Afternoon,480,409,71,598,654,564,34,0.852,0.914,0.943,0.734
2024-03-05,CNC-01,Night,480,468,12,675,733,658,17,0.975,0.921,0.975,0.876
2024-03-05,CNC-02,Morning,480,445,35,494,704,465,29,0.927,0.702,0.941,0.612
2024-03-05,CNC-02,Afternoon,480,415,65,451,553,419,32,0.865,0.816,0.929,0.656
2024-03-05,CNC-02,Night,480,430,50,514,702,499,15,0.896,0.732,0.971,0.637
2024-03-05,Press-01,Morning,480,400,80,513,620,479,34,0.833,0.827,0.934,0.643
2024-03-05,Press-01,Afternoon,480,430,50,541,659,536,5,0.896,0.821,0.991,0.729
2024-03-05,Press-01,Night,480,425,55,433,616,421,12,0.885,0.703,0.972,0.605
2024-03-05,Assembly-01,Morning,480,405,75,539,587,519,20,0.844,0.918,0.963,0.746
2024-03-05,Assembly-01,Afternoon,480,414,66,565,600,557,8,0.863,0.942,0.986,0.802
2024-03-05,Assembly-01,Night,480,414,66,475,662,458,17,0.863,0.718,0.964,0.597
2024-03-05,Welding-01,Morning,480,426,54,505,667,467,38,0.887,0.757,0.925,0.621
2024-03-05,Welding-01,Afternoon,480,365,115,376,498,364,12,0.76,0.755,0.968,0.555
2024-03-05,Welding-01,Night,480,407,73,423,590,408,15,0.848,0.717,0.965,0.587
2024-03-06,CNC-01,Morning,480,411,69,482,678,466,16,0.856,0.711,0.967,0.589
2024-03-06,CNC-01,Afternoon,480,375,105,510,562,475,35,0.781,0.907,0.931,0.659
2024-03-06,CNC-01,Night,480,462,18,557,623,531,26,0.963,0.894,0.953,0.82
2024-03-06,CNC-02,Morning,480,446,34,550,616,523,27,0.929,0.893,0.951,0.789
2024-03-06,CNC-02,Afternoon,480,370,110,520,585,486,34,0.771,0.889,0.935,0.641
2024-03-06,CNC-02,Night,480,413,67,500,681,472,28,0.86,0.734,0.944,0.596
2024-03-06,Press-01,Morning,480,407,73,546,617,535,11,0.848,0.885,0.98,0.735
2024-03-06,Press-01,Afternoon,480,462,18,580,654,538,42,0.963,0.887,0.928,0.793
2024-03-06,Press-01,Night,480,384,96,424,524,397,27,0.8,0.809,0.936,0.606
2024-03-06,Assembly-01,Morning,480,365,115,426,511,400,26,0.76,0.834,0.939,0.595
2024-03-06,Assembly-01,Afternoon,480,395,85,470,585,442,28,0.823,0.803,0.94,0.621
2024-03-06,Assembly-01,Night,480,455,25,558,659,546,12,0.948,0.847,0.978,0.785
2024-03-06,Welding-01,Morning,480,362,118,393,488,365,28,0.754,0.805,0.929,0.564
2024-03-06,Welding-01,Afternoon,480,427,53,478,640,471,7,0.89,0.747,0.985,0.655
2024-03-06,Welding-01,Night,480,469,11,603,758,563,40,0.977,0.796,0.934,0.726
2024-03-07,CNC-01,Morning,480,453,27,556,724,524,32,0.944,0.768,0.942,0.683
2024-03-07,CNC-01,Afternoon,480,404,76,507,572,494,13,0.842,0.886,0.974,0.727
2024-03-07,CNC-01,Night,480,377,103,524,578,502,22,0.785,0.907,0.958,0.682
2024-03-07,CNC-02,Morning,480,361,119,478,553,446,32,0.752,0.864,0.933,0.606
2024-03-07,CNC-02,Afternoon,480,397,83,508,569,474,34,0.827,0.893,0.933,0.689
2024-03-07,CNC-02,Night,480,375,105,476,531,446,30,0.781,0.896,0.937,0.656
2024-03-07,Press-01,Morning,480,387,93,432,586,422,10,0.806,0.737,0.977,0.58
2024-03-07,Press-01,Afternoon,480,434,46,494,614,459,35,0.904,0.805,0.929,0.676
2024-03-07,Press-01,Night,480,392,88,470,548,438,32,0.817,0.858,0.932,0.653
2024-03-07,Assembly-01,Morning,480,423,57,483,599,472,11,0.881,0.806,0.977,0.694
2024-03-07,Assembly-01,Afternoon,480,367,113,499,526,466,33,0.765,0.949,0.934,0.678
2024-03-07,Assembly-01,Night,480,469,11,518,680,492,26,0.977,0.762,0.95,0.707
2024-03-07,Welding-01,Morning,480,433,47,621,685,576,45,0.902,0.907,0.928,0.759
2024-03-07,Welding-01,Afternoon,480,410,70,426,608,408,18,0.854,0.701,0.958,0.574
2024-03-07,Welding-01,Night,480,376,104,457,589,443,14,0.783,0.776,0.969,0.589
2024-03-08,CNC-01,Morning,480,436,44,663,719,617,46,0.908,0.922,0.931,0.779
2024-03-08,CNC-01,Afternoon,480,417,63,439,625,433,6,0.869,0.702,0.986,0.601
2024-03-08,CNC-01,Night,480,436,44,435,617,403,32,0.908,0.705,0.926,0.593
2024-03-08,CNC-02,Morning,480,422,58,414,583,386,28,0.879,0.71,0.932,0.582
2024-03-08,CNC-02,Afternoon,480,364,116,464,497,446,18,0.758,0.934,0.961,0.68
2024-03-08,CNC-02,Night,480,461,19,636,752,586,50,0.96,0.846,0.921,0.748
2024-03-08,Press-01,Morning,480,452,28,589,678,578,11,0.942,0.869,0.981,0.803
2024-03-08,Press-01,Afternoon,480,446,34,619,735,576,43,0.929,0.842,0.931,0.728
2024-03-08,Press-01,Night,480,460,20,565,713,535,30,0.958,0.792,0.947,0.719
2024-03-08,Assembly-01,Morning,480,408,72,542,571,500,42,0.85,0.949,0.923,0.745
2024-03-08,Assembly-01,Afternoon,480,467,13,609,747,563,46,0.973,0.815,0.924,0.733
2024-03-08,Assembly-01,Night,480,457,23,642,685,599,43,0.952,0.937,0.933,0.832
2024-03-08,Welding-01,Morning,480,444,36,522,717,483,39,0.925,0.728,0.925,0.623
2024-03-08,Welding-01,Afternoon,480,427,53,426,597,403,23,0.89,0.714,0.946,0.601
2024-03-08,Welding-01,Night,480,382,98,401,560,382,19,0.796,0.716,0.953,0.543
2024-03-09,CNC-01,Morning,480,406,74,494,581,483,11,0.846,0.85,0.978,0.703
2024-03-09,CNC-01,Afternoon,480,395,85,553,638,516,37,0.823,0.867,0.933,0.666
2024-03-09,CNC-01,Night,480,457,23,520,738,487,33,0.952,0.705,0.937,0.629
2024-03-09,CNC-02,Morning,480,412,68,502,618,481,21,0.858,0.812,0.958,0.667
2024-03-09,CNC-02,Afternoon,480,451,29,532,638,509,23,0.94,0.834,0.957,0.75
2024-03-09,CNC-02,Night,480,377,103,426,578,405,21,0.785,0.737,0.951,0.55
2024-03-09,Press-01,Morning,480,369,111,463,498,440,23,0.769,0.93,0.95,0.679
2024-03-09,Press-01,Afternoon,480,399,81,477,605,471,6,0.831,0.788,0.987,0.646
2024-03-09,Press-01,Night,480,463,17,508,671,471,37,0.965,0.757,0.927,0.677
2024-03-09,Assembly-01,Morning,480,387,93,486,638,458,28,0.806,0.762,0.942,0.579
2024-03-09,Assembly-01,Afternoon,480,364,116,430,521,397,33,0.758,0.825,0.923,0.577
2024-03-09,Assembly-01,Night,480,415,65,521,657,487,34,0.865,0.793,0.935,0.641
2024-03-09,Welding-01,Morning,480,398,82,408,543,398,10,0.829,0.751,0.975,0.607
2024-03-09,Welding-01,Afternoon,480,390,90,519,611,492,27,0.812,0.849,0.948,0.654
2024-03-09,Welding-01,Night,480,392,88,476,607,470,6,0.817,0.784,0.987,0.632
2024-03-10,CNC-01,Morning,480,459,21,636,734,590,46,0.956,0.866,0.928,0.768
2024-03-10,CNC-01,Afternoon,480,442,38,604,721,565,39,0.921,0.838,0.935,0.722
2024-03-10,CNC-01,Night,480,400,80,450,606,431,19,0.833,0.743,0.958,0.593
2024-03-10,CNC-02,Morning,480,421,59,558,596,550,8,0.877,0.936,0.986,0.809
2024-03-10,CNC-02,Afternoon,480,456,24,531,638,490,41,0.95,0.832,0.923,0.73
2024-03-10,CNC-02,Night,480,431,49,506,624,492,14,0.898,0.811,0.972,0.708
2024-03-10,Press-01,Morning,480,367,113,430,550,417,13,0.765,0.782,0.97,0.58
2024-03-10,Press-01,Afternoon,480,377,103,427,559,413,14,0.785,0.764,0.967,0.58
2024-03-10,Press-01,Night,480,458,22,476,633,445,31,0.954,0.752,0.935,0.671
2024-03-10,Assembly-01,Morning,480,376,104,477,607,444,33,0.783,0.786,0.931,0.573
2024-03-10,Assembly-01,Afternoon,480,384,96,470,518,443,27,0.8,0.907,0.943,0.684
2024-03-10,Assembly-01,Night,480,425,55,487,595,456,31,0.885,0.818,0.936,0.678
2024-03-10,Welding-01,Morning,480,361,119,345,493,338,7,0.752,0.7,0.98,0.516
2024-03-10,Welding-01,Afternoon,480,384,96,497,614,458,39,0.8,0.809,0.922,0.597
2024-03-10,Welding-01,Night,480,365,115,417,541,403,14,0.76,0.771,0.966,0.566
2024-03-11,CNC-01,Morning,480,449,31,541,688,515,26,0.935,0.786,0.952,0.7
2024-03-11,CNC-01,Afternoon,480,395,85,496,572,485,11,0.823,0.867,0.978,0.698
2024-03-11,CNC-01,Night,480,392,88,472,561,442,30,0.817,0.841,0.936,0.643
2024-03-11,CNC-02,Morning,480,431,49,500,711,477,23,0.898,0.703,0.954,0.602
2024-03-11,CNC-02,Afternoon,480,394,86,539,623,513,26,0.821,0.865,0.952,0.676
2024-03-11,CNC-02,Night,480,433,47,611,707,600,11,0.902,0.864,0.982,0.765
2024-03-11,Press-01,Morning,480,423,57,499,683,470,29,0.881,0.731,0.942,0.607
2024-03-11,Press-01,Afternoon,480,412,68,447,597,413,34,0.858,0.749,0.924,0.594
2024-03-11,Press-01,Night,480,370,110,441,524,419,22,0.771,0.842,0.95,0.617
2024-03-11,Assembly-01,Morning,480,381,99,508,590,495,13,0.794,0.861,0.974,0.666
2024-03-11,Assembly-01,Afternoon,480,432,48,496,626,469,27,0.9,0.792,0.946,0.674
2024-03-11,Assembly-01,Night,480,369,111,477,522,467,10,0.769,0.914,0.979,0.688
2024-03-11,Welding-01,Morning,480,404,76,411,552,384,27,0.842,0.745,0.934,0.586
2024-03-11,Welding-01,Afternoon,480,449,31,599,636,570,29,0.935,0.942,0.952,0.838
2024-03-11,Welding-01,Night,480,414,66,465,586,435,30,0.863,0.794,0.935,0.641
2024-03-12,CNC-01,Morning,480,468,12,595,709,554,41,0.975,0.839,0.931,0.762
2024-03-12,CNC-01,Afternoon,480,402,78,575,663,561,14,0.838,0.867,0.976,0.709
2024-03-12,CNC-01,Night,480,386,94,485,636,472,13,0.804,0.763,0.973,0.597
2024-03-12,CNC-02,Morning,480,458,22,644,702,602,42,0.954,0.917,0.935,0.818
2024-03-12,CNC-02,Afternoon,480,451,29,660,744,647,13,0.94,0.887,0.98,0.817
2024-03-12,CNC-02,Night,480,374,106,392,498,386,6,0.779,0.787,0.985,0.604
2024-03-12,Press-01,Morning,480,413,67,557,598,550,7,0.86,0.931,0.987,0.79
2024-03-12,Press-01,Afternoon,480,425,55,463,616,451,12,0.885,0.752,0.974,0.648
2024-03-12,Press-01,Night,480,412,68,516,631,494,22,0.858,0.818,0.957,0.672
2024-03-12,Assembly-01,Morning,480,382,98,516,604,484,32,0.796,0.854,0.938,0.638
2024-03-12,Assembly-01,Afternoon,480,454,26,607,650,585,22,0.946,0.934,0.964,0.852
2024-03-12,Assembly-01,Night,480,361,119,433,583,428,5,0.752,0.743,0.988,0.552
2024-03-12,Welding-01,Morning,480,450,30,559,712,534,25,0.938,0.785,0.955,0.703
2024-03-12,Welding-01,Afternoon,480,456,24,546,668,511,35,0.95,0.817,0.936,0.726
2024-03-12,Welding-01,Night,480,418,62,530,689,494,36,0.871,0.769,0.932,0.624
2024-03-13,CNC-01,Morning,480,462,18,535,723,529,6,0.963,0.74,0.989,0.705
2024-03-13,CNC-01,Afternoon,480,373,107,448,590,442,6,0.777,0.759,0.987,0.582
2024-03-13,CNC-01,Night,480,374,106,417,573,396,21,0.779,0.728,0.95,0.539
2024-03-13,CNC-02,Morning,480,399,81,481,605,450,31,0.831,0.795,0.936,0.618
2024-03-13,CNC-02,Afternoon,480,409,71,593,668,582,11,0.852,0.888,0.981,0.742
2024-03-13,CNC-02,Night,480,454,26,459,605,433,26,0.946,0.759,0.943,0.677
2024-03-13,Press-01,Morning,480,386,94,521,559,502,19,0.804,0.932,0.964,0.722
2024-03-13,Press-01,Afternoon,480,421,59,420,596,392,28,0.877,0.705,0.933,0.577
2024-03-13,Press-01,Night,480,417,63,540,604,526,14,0.869,0.894,0.974,0.757
2024-03-13,Assembly-01,Morning,480,460,20,576,736,559,17,0.958,0.783,0.97,0.728
2024-03-13,Assembly-01,Afternoon,480,367,113,515,599,489,26,0.765,0.86,0.95,0.625
2024-03-13,Assembly-01,Night,480,465,15,568,759,551,17,0.969,0.748,0.97,0.703
2024-03-13,Welding-01,Morning,480,433,47,558,606,524,34,0.902,0.921,0.939,0.78
2024-03-13,Welding-01,Afternoon,480,381,99,469,609,433,36,0.794,0.77,0.923,0.564
2024-03-13,Welding-01,Night,480,419,61,587,670,556,31,0.873,0.876,0.947,0.724
2024-03-14,CNC-01,Morning,480,361,119,458,589,443,15,0.752,0.778,0.967,0.566
2024-03-14,CNC-01,Afternoon,480,367,113,353,489,325,28,0.765,0.722,0.921,0.509
2024-03-14,CNC-01,Night,480,374,106,423,567,408,15,0.779,0.746,0.965,0.561
2024-03-14,CNC-02,Morning,480,467,13,473,661,466,7,0.973,0.716,0.985,0.686
2024-03-14,CNC-02,Afternoon,480,455,25,530,690,513,17,0.948,0.768,0.968,0.705
2024-03-14,CNC-02,Night,480,362,118,365,488,362,3,0.754,0.748,0.992,0.559
2024-03-14,Press-01,Morning,480,365,115,475,535,446,29,0.76,0.888,0.939,0.634
2024-03-14,Press-01,Afternoon,480,461,19,697,752,651,46,0.96,0.927,0.934,0.831
2024-03-14,Press-01,Night,480,413,67,585,653,561,24,0.86,0.896,0.959,0.739
2024-03-14,Assembly-01,Morning,480,366,114,445,555,429,16,0.762,0.802,0.964,0.589
2024-03-14,Assembly-01,Afternoon,480,376,104,561,607,520,41,0.783,0.924,0.927,0.671
2024-03-14,Assembly-01,Night,480,384,96,530,608,515,15,0.8,0.872,0.972,0.678
2024-03-14,Welding-01,Morning,480,382,98,384,515,371,13,0.796,0.746,0.966,0.574
2024-03-14,Welding-01,Afternoon,480,382,98,572,630,562,10,0.796,0.908,0.983,0.71
2024-03-14,Welding-01,Night,480,409,71,397,545,375,22,0.852,0.728,0.945,0.586
2024-03-15,CNC-01,Morning,480,361,119,526,595,498,28,0.752,0.884,0.947,0.63
2024-03-15,CNC-01,Afternoon,480,383,97,422,536,417,5,0.798,0.787,0.988,0.62
2024-03-15,CNC-01,Night,480,363,117,400,568,380,20,0.756,0.704,0.95,0.506
2024-03-15,CNC-02,Morning,480,450,30,517,615,489,28,0.938,0.841,0.946,0.746
2024-03-15,CNC-02,Afternoon,480,404,76,468,585,453,15,0.842,0.8,0.968,0.652
2024-03-15,CNC-02,Night,480,399,81,538,598,529,9,0.831,0.9,0.983,0.735
2024-03-15,Press-01,Morning,480,362,118,369,506,340,29,0.754,0.729,0.921,0.506
2024-03-15,Press-01,Afternoon,480,378,102,379,529,360,19,0.787,0.716,0.95,0.535
2024-03-15,Press-01,Night,480,406,74,416,588,393,23,0.846,0.707,0.945,0.565
2024-03-15,Assembly-01,Morning,480,379,101,417,574,408,9,0.79,0.726,0.978,0.561
2024-03-15,Assembly-01,Afternoon,480,399,81,414,585,388,26,0.831,0.708,0.937,0.551
2024-03-15,Assembly-01,Night,480,415,65,478,650,470,8,0.865,0.735,0.983,0.625
2024-03-15,Welding-01,Morning,480,382,98,481,579,469,12,0.796,0.831,0.975,0.645
2024-03-15,Welding-01,Afternoon,480,370,110,489,579,480,9,0.771,0.845,0.982,0.64
2024-03-15,Welding-01,Night,480,365,115,490,541,457,33,0.76,0.906,0.933,0.642
2024-03-16,CNC-01,Morning,480,433,47,466,591,450,16,0.902,0.788,0.966,0.687
2024-03-16,CNC-01,Afternoon,480,424,56,530,678,517,13,0.883,0.782,0.975,0.673
2024-03-16,CNC-01,Night,480,454,26,525,643,503,22,0.946,0.816,0.958,0.74
2024-03-16,CNC-02,Morning,480,465,15,479,635,462,17,0.969,0.754,0.965,0.705
2024-03-16,CNC-02,Afternoon,480,410,70,581,642,560,21,0.854,0.905,0.964,0.745
2024-03-16,CNC-02,Night,480,440,40,423,601,399,24,0.917,0.704,0.943,0.609
2024-03-16,Press-01,Morning,480,413,67,532,660,505,27,0.86,0.806,0.949,0.658
2024-03-16,Press-01,Afternoon,480,424,56,461,593,449,12,0.883,0.777,0.974,0.668
2024-03-16,Press-01,Night,480,412,68,627,666,597,30,0.858,0.941,0.952,0.769
2024-03-16,Assembly-01,Morning,480,457,23,507,708,488,19,0.952,0.716,0.963,0.656
2024-03-16,Assembly-01,Afternoon,480,456,24,665,744,657,8,0.95,0.894,0.988,0.839
2024-03-16,Assembly-01,Night,480,436,44,601,697,586,15,0.908,0.862,0.975,0.763
2024-03-16,Welding-01,Morning,480,436,44,491,690,476,15,0.908,0.712,0.969,0.626
2024-03-16,Welding-01,Afternoon,480,454,26,497,650,489,8,0.946,0.765,0.984,0.712
2024-03-16,Welding-01,Night,480,439,41,487,607,460,27,0.915,0.802,0.945,0.693
2024-03-17,CNC-01,Morning,480,457,23,459,639,442,17,0.952,0.718,0.963,0.658
2024-03-17,CNC-01,Afternoon,480,403,77,431,584,402,29,0.84,0.738,0.933,0.578
2024-03-17,CNC-01,Night,480,409,71,455,565,446,9,0.852,0.805,0.98,0.672
2024-03-17,CNC-02,Morning,480,362,118,410,488,400,10,0.754,0.84,0.976,0.618
2024-03-17,CNC-02,Afternoon,480,447,33,618,700,571,47,0.931,0.883,0.924,0.76
2024-03-17,CNC-02,Night,480,426,54,529,575,490,39,0.887,0.92,0.926,0.756
2024-03-17,Press-01,Morning,480,368,112,425,545,413,12,0.767,0.78,0.972,0.582
2024-03-17,Press-01,Afternoon,480,441,39,509,654,503,6,0.919,0.778,0.988,0.706
2024-03-17,Press-01,Night,480,378,102,478,541,446,32,0.787,0.884,0.933,0.649
2024-03-17,Assembly-01,Morning,480,426,54,418,596,387,31,0.887,0.701,0.926,0.576
2024-03-17,Assembly-01,Afternoon,480,361,119,435,547,403,32,0.752,0.795,0.926,0.554
2024-03-17,Assembly-01,Night,480,439,41,593,651,567,26,0.915,0.911,0.956,0.797
2024-03-17,Welding-01,Morning,480,375,105,427,550,406,21,0.781,0.776,0.951,0.576
2024-03-17,Welding-01,Afternoon,480,408,72,505,557,475,30,0.85,0.907,0.941,0.725
2024-03-17,Welding-01,Night,480,375,105,405,518,395,10,0.781,0.782,0.975,0.595
2024-03-18,CNC-01,Morning,480,388,92,496,543,463,33,0.808,0.913,0.933,0.688
2024-03-18,CNC-01,Afternoon,480,436,44,465,581,435,30,0.908,0.8,0.935,0.679
2024-03-18,CNC-01,Night,480,460,20,668,705,661,7,0.958,0.948,0.99,0.899
2024-03-18,CNC-02,Morning,480,411,69,539,623,508,31,0.856,0.865,0.942,0.697
2024-03-18,CNC-02,Afternoon,480,366,114,400,536,379,21,0.762,0.746,0.948,0.539
2024-03-18,CNC-02,Night,480,424,56,461,593,439,22,0.883,0.777,0.952,0.653
2024-03-18,Press-01,Morning,480,441,39,442,595,425,17,0.919,0.743,0.962,0.657
2024-03-18,Press-01,Afternoon,480,446,34,611,661,602,9,0.929,0.924,0.985,0.846
2024-03-18,Press-01,Night,480,413,67,431,605,422,9,0.86,0.712,0.979,0.599
2024-03-18,Assembly-01,Morning,480,423,57,410,571,400,10,0.881,0.718,0.976,0.617
2024-03-18,Assembly-01,Afternoon,480,386,94,459,591,446,13,0.804,0.777,0.972,0.607
2024-03-18,Assembly-01,Night,480,407,73,511,549,491,20,0.848,0.931,0.961,0.759
2024-03-18,Welding-01,Morning,480,417,63,503,625,498,5,0.869,0.805,0.99,0.693
2024-03-18,Welding-01,Afternoon,480,372,108,413,589,387,26,0.775,0.701,0.937,0.509
2024-03-18,Welding-01,Night,480,424,56,471,664,447,24,0.883,0.709,0.949,0.594
2024-03-19,CNC-01,Morning,480,394,86,514,545,490,24,0.821,0.943,0.953,0.738
2024-03-19,CNC-01,Afternoon,480,412,68,495,645,459,36,0.858,0.767,0.927,0.61
2024-03-19,CNC-01,Night,480,425,55,445,616,428,17,0.885,0.722,0.962,0.615
2024-03-19,CNC-02,Morning,480,428,52,517,684,501,16,0.892,0.756,0.969,0.653
2024-03-19,CNC-02,Afternoon,480,435,45,588,630,579,9,0.906,0.933,0.985,0.833
